location,district,rooms,size,level,max_levels,price,psp
"город Ташкент, Шайхантахурский район, Караташ",Shayxontohur,3,70.0,4,5,36999.0,528.5571428571428
"город Ташкент, Яккасарайский район, 1-й проезд Абдуллы Каххара",Yakkasaroy,3,150.0,3,6,170000.0,1133.3333333333333
"город Ташкент, Сергелийский район, 6А",Sergeli,2,56.1,7,7,37000.0,659.536541889483
"город Ташкент, Юнусабадский район, Юнусабад 16-й квартал",Yunusobod,4,83.0,3,5,54000.0,650.6024096385543
"город Ташкент, Учтепинский район, Зангиота",Uchtepa,2,49.0,4,4,23000.0,469.38775510204084
"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Chilonzor,2,46.0,2,4,38500.0,836.9565217391304
"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Chilonzor,2,46.0,4,4,36200.0,786.9565217391304
"город Ташкент, Чиланзарский район, Чиланзар квартал Г9",Chilonzor,3,68.0,4,4,45000.0,661.7647058823529
"город Ташкент, Чиланзарский район, Чиланзар 9-й квартал",Chilonzor,3,65.0,1,5,45000.0,692.3076923076923
"город Ташкент, Чиланзарский район, Чиланзар 9-й квартал",Chilonzor,4,76.0,4,4,43000.0,565.7894736842105
"город Ташкент, Чиланзарский район, Чиланзар 9-й квартал",Chilonzor,1,42.0,2,5,26000.0,619.047619047619
"город Ташкент, Чиланзарский район, Чиланзар 9-й квартал",Chilonzor,2,55.0,1,4,67000.0,1218.1818181818182
"город Ташкент, Чиланзарский район, Чиланзар 9-й квартал",Chilonzor,4,76.0,5,5,45500.0,598.6842105263158
"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Chilonzor,2,49.0,2,6,47000.0,959.1836734693877
"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Chilonzor,4,80.0,2,4,70000.0,875.0
"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Chilonzor,5,142.0,5,5,120000.0,845.0704225352113
"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Chilonzor,3,60.0,3,4,44000.0,733.3333333333334
"город Ташкент, Мирзо-Улугбекский район, Аккурган",Mirzo-Ulugʻbek,3,72.0,4,5,47000.0,652.7777777777778
"город Ташкент, Мирабадский район, 7-й проезд Мироншаха",Mirabad,4,115.0,6,9,84000.0,730.4347826086956
"город Ташкент, Яшнободский район, 1-й переулок Бойкургон",Yashnobod,4,100.0,2,3,77000.0,770.0
"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Mirzo-Ulugʻbek,2,63.0,5,5,35000.0,555.5555555555555
"город Ташкент, Мирзо-Улугбекский район, Сайрам",Mirzo-Ulugʻbek,3,66.0,3,5,56000.0,848.4848484848485
"город Ташкент, Мирзо-Улугбекский район, Аккурган",Mirzo-Ulugʻbek,3,70.0,5,5,46500.0,664.2857142857143
"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Mirzo-Ulugʻbek,3,62.0,5,5,35000.0,564.516129032258
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Chilonzor,2,50.0,1,4,34000.0,680.0
"город Ташкент, Юнусабадский район, Минор",Yunusobod,3,78.0,4,4,56000.0,717.9487179487179
"город Ташкент, Мирабадский район, Госпитальный",Mirabad,2,62.0,2,9,63000.0,1016.1290322580645
"город Ташкент, Мирабадский район, Нукус",Mirabad,8,350.0,2,12,260000.0,742.8571428571429
"город Ташкент, Яшнободский район, 2-й проезд Авиасозлар",Yashnobod,3,63.0,4,4,40000.0,634.9206349206349
"город Ташкент, Мирзо-Улугбекский район, Карасу 3-й квартал",Mirzo-Ulugʻbek,4,91.0,1,5,75000.0,824.1758241758242
"город Ташкент, Шайхантахурский район, Караташ",Shayxontohur,3,81.0,6,9,54900.0,677.7777777777778
"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Mirzo-Ulugʻbek,4,86.0,3,4,42000.0,488.3720930232558
"город Ташкент, Мирзо-Улугбекский район, Аккурган",Mirzo-Ulugʻbek,2,54.0,3,5,54500.0,1009.2592592592592
"город Ташкент, Мирабадский район, 7-й проезд Мироншаха",Mirabad,3,90.0,3,5,105000.0,1166.6666666666667
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули (Луначарское) ",Mirzo-Ulugʻbek,2,40.0,2,5,37000.0,925.0
"город Ташкент, Юнусабадский район, Юнусабад 10-й квартал",Yunusobod,1,45.0,5,5,24000.0,533.3333333333334
"город Ташкент, Олмазорский район, Малая кольцевая дорога",Olmazor,3,89.55,7,9,40000.0,446.677833612507
"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Mirzo-Ulugʻbek,4,92.0,3,5,67000.0,728.2608695652174
"город Ташкент, Яккасарайский район, Нукус",Yakkasaroy,3,100.0,3,4,1000.0,10.0
"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Mirzo-Ulugʻbek,4,95.0,1,4,77000.0,810.5263157894736
"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Mirzo-Ulugʻbek,4,102.0,4,9,65000.0,637.2549019607843
"город Ташкент, Олмазорский район, Каракамыш-2/3",Olmazor,2,65.0,5,9,31300.0,481.53846153846155
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули (Луначарское) ",Mirzo-Ulugʻbek,2,62.0,5,5,33500.0,540.3225806451613
"город Ташкент, Олмазорский район, Каракамыш-2/4",Olmazor,2,56.0,3,5,38500.0,687.5
"город Ташкент, Мирзо-Улугбекский район, 2-й Паркентский проезд",Mirzo-Ulugʻbek,2,59.0,2,8,41500.0,703.3898305084746
"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Chilonzor,3,96.0,6,9,64500.0,671.875
"город Ташкент, Яшнободский район, 2-й проезд Иззат",Yashnobod,1,37.0,4,8,13075.0,353.3783783783784
"город Ташкент, Яккасарайский район, Мухандислар",Yakkasaroy,2,70.0,8,9,48000.0,685.7142857142857
"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Mirabad,2,78.0,4,8,77000.0,987.1794871794872
"город Ташкент, Яккасарайский район, Юсуфа Хос Ходжиба",Yakkasaroy,4,145.0,7,8,115000.0,793.1034482758621
"город Ташкент, Мирзо-Улугбекский район, ц-1 Буюк ипак йули (Ц-1) ",Mirzo-Ulugʻbek,3,100.0,2,5,128000.0,1280.0
"город Ташкент, Яшнободский район, 1-й проезд Мурабби",Yashnobod,2,54.0,4,4,33000.0,611.1111111111111
"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Mirabad,3,70.0,2,4,66000.0,942.8571428571429
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,5,116.0,3,5,80000.0,689.6551724137931
"город Ташкент, Чиланзарский район, Чиланзар квартал 20Д",Chilonzor,3,72.0,8,9,37700.0,523.6111111111111
"город Ташкент, Шайхантахурский район, Урда",Shayxontohur,1,70.0,6,7,60000.0,857.1428571428571
"город Ташкент, Мирзо-Улугбекский район, ТТЗ",Mirzo-Ulugʻbek,2,60.0,9,9,28500.0,475.0
"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",Chilonzor,2,52.0,4,5,38000.0,730.7692307692307
"город Ташкент, Яккасарайский район, Ул.Ш.Руставели",Yakkasaroy,3,95.0,7,8,65000.0,684.2105263157895
"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",Chilonzor,2,44.0,1,4,38000.0,863.6363636363636
"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",Chilonzor,2,42.0,3,4,36500.0,869.047619047619
"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",Chilonzor,2,43.0,2,4,36500.0,848.8372093023256
"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",Chilonzor,3,77.0,5,5,95000.0,1233.7662337662337
"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Chilonzor,1,24.0,3,4,20000.0,833.3333333333334
"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Chilonzor,1,30.0,1,4,26000.0,866.6666666666666
"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Chilonzor,2,41.0,1,4,36000.0,878.0487804878048
"город Ташкент, Юнусабадский район, Кашкар",Yunusobod,2,46.0,2,4,36000.0,782.6086956521739
"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Chilonzor,2,42.0,2,4,36500.0,869.047619047619
"город Ташкент, Юнусабадский район, Юнусабад-11",Yunusobod,2,51.0,3,4,45000.0,882.3529411764706
"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Uchtepa,3,62.0,5,5,33500.0,540.3225806451613
"город Ташкент, Яшнободский район, Авиасозлар/Лисунова-4",Yashnobod,1,50.0,5,12,25000.0,500.0
"город Ташкент, Юнусабадский район, 1-й проезд Кулолкургон",Yunusobod,4,107.0,6,9,75500.0,705.607476635514
"город Ташкент, Юнусабадский район, ц-5 Киёт (Ц-5) ",Yunusobod,5,255.0,1,8,270000.0,1058.8235294117646
"город Ташкент, Юнусабадский район, ц-5 Киёт (Ц-5) ",Yunusobod,6,266.0,1,8,285000.0,1071.4285714285713
"город Ташкент, Олмазорский район, Каракамыш-2/3",Olmazor,1,38.0,6,9,27500.0,723.6842105263158
"город Ташкент, Яккасарайский район, Кичик Бешагач",Yakkasaroy,4,210.0,4,8,265000.0,1261.904761904762
"город Ташкент, Яккасарайский район, Башлык",Yakkasaroy,4,110.0,7,9,75000.0,681.8181818181819
"город Ташкент, Олмазорский район, Каракамыш 2/4",Olmazor,2,55.62,5,9,31000.0,557.3534699748292
"город Ташкент, Сергелийский район, Сергели-II",Sergeli,2,66.0,8,9,31507.0,477.3787878787879
"город Ташкент, Яккасарайский район, Шота Руставели",Yakkasaroy,2,53.0,3,5,54000.0,1018.8679245283018
"город Ташкент, Олмазорский район, обводная  Нурафшон",Olmazor,4,119.0,2,5,110000.0,924.3697478991596
"город Ташкент, Мирзо-Улугбекский район, Академгородок",Mirzo-Ulugʻbek,2,56.0,1,4,35000.0,625.0
